Product,Weight (kg),Dimensions (cm),Material,MaxLoad (kg)
Product C #2956,12.64,30x48x22,Steel,274
Product A #2957,11.69,81x48x8,Iron,28
Product Y #2958,20.96,79x59x19,Steel,251
Product D #2959,3.35,68x26x12,Wood,229
Product C #2960,24.52,47x10x34,Titanium,130
Product E #2961,24.47,35x43x39,Steel,222
Product D #2962,23.22,83x40x25,Titanium,54
Product Y #2963,17.26,33x12x33,Titanium,174
Product B #2964,8.77,52x30x40,Iron,38
Product E #2965,14.86,63x32x40,Carbon,65
Product D #2966,11.2,20x57x24,Carbon,140
Product Z #2967,9.1,24x46x15,Plastic,45
Product E #2968,12.95,57x39x7,Plastic,267
Product A #2969,2.15,46x39x16,Wood,26
Product X #2970,11.05,97x12x23,Aluminum,104
Product A #2971,24.23,69x25x32,Titanium,263
Product B #2972,3.53,79x16x29,Plastic,144
Product D #2973,7.37,25x24x10,Carbon,56
Product D #2974,16.32,34x48x8,Carbon,67
Product C #2975,16.25,66x59x20,Aluminum,16
Product C #2976,15.51,27x24x17,Carbon,278
Product Z #2977,9.83,68x58x10,Iron,135
Product A #2978,10.65,55x14x13,Plastic,267
Product D #2979,7.53,23x57x9,Carbon,289
Product Z #2980,16.27,47x48x28,Carbon,173
Product X #2981,11.05,77x15x11,Wood,139
Product A #2982,22.82,86x44x37,Plastic,172
Product E #2983,13.63,28x49x9,Iron,66
Product E #2984,24.43,52x40x10,Titanium,188
Product A #2985,22.54,85x35x13,Iron,45
Product E #2986,14.92,60x31x26,Iron,55
Product C #2987,3.66,83x59x26,Steel,148
Product B #2988,19.68,20x40x16,Carbon,99
Product Y #2989,12.45,44x35x23,Carbon,105
Product Y #2990,19.67,44x27x15,Carbon,183
Product Y #2991,17.31,98x51x39,Wood,298
Product E #2992,20.36,76x44x11,Iron,54
Product Z #2993,14.06,79x57x13,Wood,158
Product B #2994,24.6,40x38x6,Aluminum,234
Product Y #2995,9.01,66x40x21,Iron,240
Product C #2996,18.47,41x15x27,Iron,98
Product E #2997,11.75,54x45x14,Aluminum,99
Product C #2998,8.43,28x25x14,Plastic,239
Product E #2999,15.72,89x34x23,Aluminum,104
Product Y #3000,20.72,24x57x22,Steel,225
